[2025-07-30 10:25:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-30T17:25:24.554000+00:00', 'pinned': False, 'nonce': '10416806867445393584', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1399981401511559191'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-30T05:06:16.618578+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400167410660675757', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'STRING', 'id': '1400167410660675758', 'description': 'Insta-Buy: 4.3\nSell Order: 1.0', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1399972905613525203', 'author': {'username': 'BZBot', 'public_flags': 0, 'primary_guild': None, 'id': '1399971850280243260', 'global_name': None, 'display_name_styles': None, 'discriminator': '3825', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1074159505304211517'}}
[2025-07-30 10:25:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-30 10:25:25] [DEBUG   ] discord.client: Dispatching event message
[2025-07-30 10:25:25] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1399972905613525203/messages with {"embeds":[{"flags":0,"type":"rich","description":"Insta-Buy: 4.3\nSell Order: 1.0","title":"STRING"}],"content":null,"components":[],"nonce":"10416806867445393584","enforce_nonce":true,"tts":false} has returned 200
[2025-07-30 10:25:25] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1399972905613525203/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'STRING', 'description': 'Insta-Buy: 4.3\nSell Order: 1.0', 'content_scan_version': 0}], 'timestamp': '2025-07-30T17:25:24.554000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400167410660675757', 'channel_id': '1399972905613525203', 'author': {'id': '1399971850280243260', 'username': 'BZBot', 'avatar': None, 'discriminator': '3825', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10416806867445393584'}
[2025-07-30 10:25:25] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-30 10:25:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 8, 'op': 0, 'd': {'user_id': '700745094365708308', 'timestamp': 1753896326, 'member': {'user': {'username': 'bananabrigade', 'public_flags': 64, 'primary_guild': None, 'id': '700745094365708308', 'global_name': 'mmmbanana', 'display_name_styles': None, 'display_name': 'mmmbanana', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': {'sku_id': '1386838941801382010', 'expires_at': 1756508400, 'asset': 'a_d46413a636a00a26d53a6ebd670dbe06'}, 'avatar': 'e986e53d43b59a685eaee53815ee33d7'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-12T02:46:23.072000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1399972905613525203', 'guild_id': '1074159505304211517'}}
[2025-07-30 10:25:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-30 10:25:27] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-30 10:25:27] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-30 10:25:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-30T17:25:28.205000+00:00', 'pinned': False, 'nonce': '1400167429392302080', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-02-12T02:46:23.072000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400167425974206626', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!bz soul string', 'components': [], 'channel_type': 0, 'channel_id': '1399972905613525203', 'author': {'username': 'bananabrigade', 'public_flags': 64, 'primary_guild': None, 'id': '700745094365708308', 'global_name': 'mmmbanana', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1386838941801382010', 'expires_at': 1756508400, 'asset': 'a_d46413a636a00a26d53a6ebd670dbe06'}, 'avatar': 'e986e53d43b59a685eaee53815ee33d7'}, 'attachments': [], 'guild_id': '1074159505304211517'}}
[2025-07-30 10:25:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-30 10:25:29] [DEBUG   ] discord.client: Dispatching event message
[2025-07-30 10:25:29] [DEBUG   ] discord.client: Dispatching event command
[2025-07-30 10:25:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-30T17:25:28.765000+00:00', 'pinned': False, 'nonce': '6278507327629249922', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1399981401511559191'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-30T05:06:16.618578+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400167428322889913', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'SOUL_STRING', 'id': '1400167428322889914', 'description': 'Insta-Buy: 4950.14\nSell Order: 4709.7', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1399972905613525203', 'author': {'username': 'BZBot', 'public_flags': 0, 'primary_guild': None, 'id': '1399971850280243260', 'global_name': None, 'display_name_styles': None, 'discriminator': '3825', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1074159505304211517'}}
[2025-07-30 10:25:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-30 10:25:29] [DEBUG   ] discord.client: Dispatching event message
[2025-07-30 10:25:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1399972905613525203/messages with {"embeds":[{"flags":0,"type":"rich","description":"Insta-Buy: 4950.14\nSell Order: 4709.7","title":"SOUL_STRING"}],"content":null,"components":[],"nonce":"6278507327629249922","enforce_nonce":true,"tts":false} has returned 200
[2025-07-30 10:25:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1399972905613525203/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'SOUL_STRING', 'description': 'Insta-Buy: 4950.14\nSell Order: 4709.7', 'content_scan_version': 0}], 'timestamp': '2025-07-30T17:25:28.765000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400167428322889913', 'channel_id': '1399972905613525203', 'author': {'id': '1399971850280243260', 'username': 'BZBot', 'avatar': None, 'discriminator': '3825', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6278507327629249922'}
[2025-07-30 10:25:29] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-30 10:26:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:26:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:26:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:26:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:27:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:27:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:28:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:28:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:28:45] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:28:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:29:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:29:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:30:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:30:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:30:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:30:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:31:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:31:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:32:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:32:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:32:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:32:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:33:34] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:33:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:34:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:34:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:34:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:34:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:35:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 10.
[2025-07-30 10:35:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:35:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 11, 'op': 0, 'd': {'user': {'id': '700745094365708308'}, 'status': 'idle', 'processed_at_timestamp': 1753896937713, 'guild_id': '1074159505304211517', 'client_status': {'desktop': 'idle'}, 'activities': [{'type': 4, 'state': 'dream big. fart loud.', 'session_id': '7ad3bef970215d46e8260eb7e496680a', 'name': 'Custom Status', 'metadata': {}, 'id': 'custom', 'created_at': 1753891320716}]}}
[2025-07-30 10:35:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-30 10:35:38] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-07-30 10:36:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-30 10:36:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:37:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-30 10:37:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:37:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 12, 'op': 0, 'd': {'user': {'id': '700745094365708308'}, 'status': 'online', 'processed_at_timestamp': 1753897058430, 'guild_id': '1074159505304211517', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 4, 'state': 'dream big. fart loud.', 'session_id': '7ad3bef970215d46e8260eb7e496680a', 'name': 'Custom Status', 'metadata': {}, 'id': 'custom', 'created_at': 1753891320716}]}}
[2025-07-30 10:37:39] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-30 10:37:39] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-07-30 10:37:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:37:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:38:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:38:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:39:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:39:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:39:45] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:39:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:40:27] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:40:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:41:08] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:41:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:41:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:41:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:42:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:42:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:43:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:43:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:43:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:43:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:44:34] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:44:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:45:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:45:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:45:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:45:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:46:38] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:46:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:47:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:47:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:48:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:48:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-30 10:48:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-30 10:48:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
